,business_id,caption,label,photo_id,class_names_label,path,image
4981,sqRX-XLlhx4rs2c1TpBf8A,Green tea soba,food,_5ToCLhQYYpOvAuMKYHv8g,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5ToCLhQYYpOvAuMKYHv8g.jpg,"[[[  8   5   0]
  [ 16  10   0]
  [ 22  16   4]
  ...
  [ 13  10   3]
  [  3   8   4]
  [  0   9   8]]

 [[  9   5   0]
  [ 16  12   0]
  [ 23  19   8]
  ...
  [ 27  13   2]
  [ 15   8   0]
  [  8   7   3]]

 [[ 15   4   0]
  [ 23  12   6]
  [ 29  20  15]
  ...
  [ 47  14   0]
  [ 32   8   0]
  [ 26   7   1]]

 ...

 [[130  25  22]
  [124  18   4]
  [115  13   0]
  ...
  [162  34   0]
  [161  34   1]
  [163  31   6]]

 [[121  23  24]
  [120  19   7]
  [115  15   0]
  ...
  [165  37   2]
  [164  37   4]
  [168  33  11]]

 [[103  12  17]
  [110  14   2]
  [117  17   0]
  ...
  [165  35   0]
  [161  36   4]
  [167  32  10]]]"
5025,zTNFyAXMEkgVP-o_HTC2xw,,food,_-8PABpSCiAoJWDXiAN_cg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_-8PABpSCiAoJWDXiAN_cg.jpg,"[[[  1   2   4]
  [  0   1   3]
  [  0   1   3]
  ...
  [ 23  23  21]
  [ 19  19  17]
  [ 13  15  12]]

 [[  0   1   3]
  [  1   1   3]
  [  1   1   3]
  ...
  [ 56  56  54]
  [ 44  44  42]
  [ 27  27  25]]

 [[  4   4   6]
  [  0   0   2]
  [  0   0   2]
  ...
  [ 68  68  68]
  [ 64  64  64]
  [ 59  59  59]]

 ...

 [[133 128 132]
  [136 131 135]
  [137 135 140]
  ...
  [149 148 154]
  [147 146 152]
  [146 145 153]]

 [[129 124 130]
  [132 127 133]
  [133 131 136]
  ...
  [148 147 153]
  [145 144 150]
  [144 143 149]]

 [[124 122 127]
  [126 124 129]
  [129 127 132]
  ...
  [147 144 151]
  [144 143 149]
  [143 142 148]]]"
5124,pB9ZZGJaApSw2PMcOTc8og,Sake (salmon),food,_08oJ8zGdDcnPqh0r4_Suw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_08oJ8zGdDcnPqh0r4_Suw.jpg,"[[[  3   2   0]
  [  0   1   0]
  [  0   2   0]
  ...
  [  0   4   0]
  [  0   2   0]
  [  2   2   0]]

 [[  1   0   2]
  [  0   0   0]
  [  0   1   0]
  ...
  [  0   3   5]
  [  0   2   1]
  [  5   1   0]]

 [[  0   0   5]
  [  0   0   2]
  [  1   3   2]
  ...
  [  0   0   7]
  [  0   0   5]
  [  3   0   4]]

 ...

 [[158 133  67]
  [166 150  91]
  [189 176 124]
  ...
  [151 105  11]
  [143  96   8]
  [136  88   3]]

 [[160 131  73]
  [166 149  97]
  [189 175 130]
  ...
  [152 101  10]
  [144  92   8]
  [137  86   5]]

 [[160 131  71]
  [168 148  95]
  [189 175 128]
  ...
  [155  98   8]
  [147  89   5]
  [141  82   4]]]"
5125,f4x1YBxkLrZg652xt2KR5g,BLT bloody mary,drink,_-fQlooq5QREsociXJU7Yw,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_-fQlooq5QREsociXJU7Yw.jpg,"[[[19 20 15]
  [17 16 11]
  [25 21 12]
  ...
  [43 29 20]
  [41 28 19]
  [40 27 18]]

 [[14 15 10]
  [16 15 10]
  [23 19 10]
  ...
  [47 34 26]
  [44 34 25]
  [42 32 23]]

 [[17 18 13]
  [20 19 14]
  [20 16  7]
  ...
  [31 22 15]
  [29 20 13]
  [27 20 12]]

 ...

 [[15  7  5]
  [16  8  6]
  [18  8  7]
  ...
  [17  9  7]
  [17  9  7]
  [16  8  6]]

 [[14  6  4]
  [15  7  5]
  [17  7  6]
  ...
  [16  8  6]
  [16  8  6]
  [16  8  6]]

 [[13  5  3]
  [14  6  4]
  [15  7  5]
  ...
  [15  7  5]
  [13  8  5]
  [13  8  5]]]"
5372,VQGetWNN1f0dMWQ6ehDAVg,,food,_9U9s2mJFmDOBmVuCwjrlw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_9U9s2mJFmDOBmVuCwjrlw.jpg,"[[[ 41  61  59]
  [229 227 228]
  [242 223 227]
  ...
  [  1   3   0]
  [  1   3   0]
  [  1   3   0]]

 [[ 37  56  54]
  [234 233 231]
  [233 214 216]
  ...
  [  1   3   0]
  [  1   3   0]
  [  1   3   0]]

 [[ 32  48  45]
  [228 224 223]
  [239 221 221]
  ...
  [  1   3   0]
  [  1   3   0]
  [  1   3   0]]

 ...

 [[117  91  90]
  [116  95  94]
  [108  94  94]
  ...
  [233 231 236]
  [232 231 236]
  [232 231 236]]

 [[114  90  88]
  [116  95  94]
  [105  91  91]
  ...
  [231 230 235]
  [232 231 236]
  [232 231 236]]

 [[117  93  91]
  [110  89  88]
  [104  90  90]
  ...
  [231 230 235]
  [232 231 236]
  [232 231 236]]]"
5800,gBfPyzPRmeOaj3SdcIj0Rw,,food,_3rwhzlnRLiRfQFVXOG4dA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_3rwhzlnRLiRfQFVXOG4dA.jpg,"[[[164 166 153]
  [174 176 171]
  [181 186 192]
  ...
  [ 19   7  19]
  [  6   0   7]
  [  6   0   9]]

 [[134 134 126]
  [144 144 142]
  [153 156 161]
  ...
  [ 24  13   9]
  [ 12   2   0]
  [  9   1   0]]

 [[ 98  96  97]
  [ 95  95  97]
  [ 85  86  90]
  ...
  [ 43  30  13]
  [ 31  19   3]
  [ 25  13   1]]

 ...

 [[177 179 178]
  [103 105 104]
  [143 145 144]
  ...
  [ 34  39  61]
  [ 40  46  72]
  [ 42  47  76]]

 [[134 136 135]
  [191 193 192]
  [194 196 195]
  ...
  [ 34  40  64]
  [ 41  47  73]
  [ 42  47  77]]

 [[ 31  33  32]
  [155 157 156]
  [119 121 120]
  ...
  [ 36  42  66]
  [ 42  47  76]
  [ 43  48  78]]]"
6068,qWSwDbtJRBvKTiMpH3rNLQ,Loved the tables!,drink,_bUuvS_C0p42oyO7Lm8Irw,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_bUuvS_C0p42oyO7Lm8Irw.jpg,"[[[ 28  20  18]
  [ 19  15  14]
  [ 19  17  20]
  ...
  [ 47  37  38]
  [ 36  38  37]
  [ 24  36  32]]

 [[ 13  12  18]
  [  9  12  17]
  [ 11  16  19]
  ...
  [ 46  42  56]
  [ 43  45  57]
  [ 39  45  57]]

 [[  9   7  18]
  [  6  11  15]
  [  3  14   8]
  ...
  [ 62  65  82]
  [ 68  69  87]
  [ 75  72  93]]

 ...

 [[115  95  22]
  [122 108  35]
  [114 106  34]
  ...
  [ 19  12   2]
  [ 18  11   3]
  [ 15   9  13]]

 [[124 103  10]
  [122 106  19]
  [101  93  18]
  ...
  [ 19  12   2]
  [ 16  12   3]
  [ 15   9  13]]

 [[116 103   0]
  [111 101   3]
  [ 93  86   6]
  ...
  [ 17  13   2]
  [ 16  12   3]
  [ 14   9  13]]]"
6406,kH8BdX2FEdREBXfeDsgjYw,Apparently I was adventurous for choosing this one.  It was pretty tasty,drink,_5kZnIvAK9T1L21iwK5SJQ,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_5kZnIvAK9T1L21iwK5SJQ.jpg,"[[[162 162 162]
  [165 165 165]
  [167 167 167]
  ...
  [ 87  85  86]
  [ 89  87  88]
  [ 91  89  90]]

 [[157 157 157]
  [159 159 159]
  [161 161 161]
  ...
  [112 110 111]
  [112 110 111]
  [113 111 112]]

 [[158 158 158]
  [158 158 158]
  [163 163 163]
  ...
  [159 157 158]
  [157 155 156]
  [156 154 155]]

 ...

 [[121 130 137]
  [116 135 139]
  [116 142 143]
  ...
  [105  65   0]
  [121  85   9]
  [126  99  10]]

 [[124 131 139]
  [119 134 139]
  [120 141 146]
  ...
  [ 91  51   0]
  [106  71   3]
  [113  87   3]]

 [[131 131 143]
  [123 132 141]
  [127 137 146]
  ...
  [ 72  31   0]
  [ 88  53   0]
  [ 96  70   0]]]"
6896,rTS8LsUmNIiXsXydE49tPA,This is a waiter that worked there at the time.,inside,_7q4hTMoevhfyPg1SLck-w,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_7q4hTMoevhfyPg1SLck-w.jpg,"[[[13  5  2]
  [12  4  1]
  [13  5  2]
  ...
  [ 7  3  2]
  [ 8  4  3]
  [ 8  4  3]]

 [[13  3  1]
  [14  4  2]
  [16  6  4]
  ...
  [ 7  3  2]
  [ 8  4  3]
  [ 9  3  3]]

 [[16  5  3]
  [19  8  6]
  [22 11  9]
  ...
  [ 7  3  4]
  [ 9  3  5]
  [10  4  4]]

 ...

 [[18  3  6]
  [16  1  4]
  [14  0  2]
  ...
  [15  3  3]
  [15  3  3]
  [15  3  5]]

 [[19  7  9]
  [19  7  9]
  [17  5  7]
  ...
  [18  4  4]
  [16  4  6]
  [15  3  5]]

 [[20  9 13]
  [24 14 15]
  [24 14 15]
  ...
  [20  5  8]
  [19  4  7]
  [16  4  6]]]"
6925,QzO7OlI4KiA9W05Ksnoilw,,food,_8uFRzubhkJ3S6P45fQNmQ,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_8uFRzubhkJ3S6P45fQNmQ.jpg,"[[[254 255 255]
  [247 251 254]
  [252 255 255]
  ...
  [250 250 250]
  [255 254 255]
  [254 249 255]]

 [[247 247 249]
  [254 255 255]
  [248 249 251]
  ...
  [252 252 252]
  [252 250 255]
  [255 253 255]]

 [[250 249 254]
  [247 245 248]
  [255 255 253]
  ...
  [255 255 255]
  [255 252 255]
  [255 251 255]]

 ...

 [[251 251 251]
  [252 252 252]
  [255 254 255]
  ...
  [242 255 255]
  [247 255 255]
  [252 255 255]]

 [[255 255 255]
  [253 253 253]
  [253 253 253]
  ...
  [249 255 255]
  [253 255 252]
  [255 255 251]]

 [[250 250 250]
  [255 255 255]
  [252 252 252]
  ...
  [255 253 244]
  [255 254 245]
  [255 255 246]]]"
7347,FvVSy2r7_zDEhZWqLgjXNQ,even more pastry,food,_28AjD3F1j9gp_Kj8a8M_w,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_28AjD3F1j9gp_Kj8a8M_w.jpg,"[[[ 32  38  28]
  [ 42  47  40]
  [ 47  50  43]
  ...
  [  1   4   9]
  [  1   2   7]
  [  1   0   5]]

 [[ 87  88  82]
  [135 136 131]
  [138 139 134]
  ...
  [  2   3   7]
  [  3   2   7]
  [  2   1   6]]

 [[ 61  52  53]
  [ 89  83  83]
  [ 90  86  87]
  ...
  [  3   3   5]
  [  5   3   6]
  [  6   4   5]]

 ...

 [[ 44  44  36]
  [ 26  26  18]
  [  9   9   1]
  ...
  [ 14  11   2]
  [ 20  20  10]
  [ 24  24  14]]

 [[ 15  14  10]
  [  6   5   1]
  [  1   0   0]
  ...
  [ 22  20   8]
  [ 24  22  10]
  [ 22  22  10]]

 [[  1   0   0]
  [  1   0   0]
  [  1   0   0]
  ...
  [ 38  34  22]
  [ 33  31  18]
  [ 30  28  15]]]"
7351,3ohJ9WQLb5Cbb_j1zdJ-xg,,food,_Cch-fTvBlyenzHSLlE-kg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_Cch-fTvBlyenzHSLlE-kg.jpg,"[[[219 200 157]
  [223 204 162]
  [223 205 169]
  ...
  [135 131 104]
  [133 129 102]
  [131 127 102]]

 [[222 205 162]
  [225 207 167]
  [221 205 171]
  ...
  [137 133 106]
  [136 132 107]
  [134 130 105]]

 [[203 190 148]
  [206 192 155]
  [202 189 155]
  ...
  [139 133 109]
  [138 132 108]
  [136 130 108]]

 ...

 [[130 120  93]
  [118 108  81]
  [110 100  73]
  ...
  [110 101  84]
  [107  99  80]
  [107  99  78]]

 [[125 113  87]
  [115 103  77]
  [106  96  69]
  ...
  [107  94  88]
  [103  90  81]
  [ 99  89  77]]

 [[119 107  81]
  [111  99  73]
  [105  93  67]
  ...
  [105  91  90]
  [ 97  86  82]
  [ 94  84  75]]]"
7800,8nNB_yG1gzVpbqNH2EBucg,,food,_AEcFy0MzD3DPUlv1_j1kA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_AEcFy0MzD3DPUlv1_j1kA.jpg,"[[[ 67  51  38]
  [ 66  52  43]
  [ 62  53  38]
  ...
  [101  66  28]
  [ 98  63  25]
  [ 92  58  20]]

 [[ 76  46  44]
  [ 75  46  48]
  [ 71  47  43]
  ...
  [ 93  58  20]
  [ 91  56  18]
  [ 88  53  15]]

 [[ 87  45  46]
  [ 84  43  49]
  [ 79  45  44]
  ...
  [ 92  54  15]
  [ 91  53  14]
  [ 90  52  13]]

 ...

 [[158 169 109]
  [181 184 127]
  [195 183 131]
  ...
  [148 108  57]
  [154 134  84]
  [159 155 107]]

 [[179 172 128]
  [185 183 134]
  [186 187 130]
  ...
  [173 152  99]
  [160 152 103]
  [149 148 102]]

 [[180 164 130]
  [176 169 125]
  [176 181 127]
  ...
  [167 160 106]
  [159 157 108]
  [154 151 106]]]"
8295,mlCDsdVFuZvRGrJTfQ6amw,,inside,__s7Mve_Kio16DpGsIGJqA,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__s7Mve_Kio16DpGsIGJqA.jpg,"[[[232 202 176]
  [234 217 191]
  [220 216 187]
  ...
  [230 218 166]
  [233 216 164]
  [240 214 179]]

 [[229 212 196]
  [226 215 195]
  [225 220 191]
  ...
  [233 225 188]
  [221 209 169]
  [232 212 188]]

 [[218 205 197]
  [235 224 204]
  [217 199 159]
  ...
  [235 232 215]
  [229 227 189]
  [229 220 191]]

 ...

 [[208 186 149]
  [204 188 139]
  [189 164 107]
  ...
  [227 192 160]
  [209 193 141]
  [203 200 145]]

 [[204 177 130]
  [201 194 142]
  [208 213 155]
  ...
  [218 193 153]
  [205 192 137]
  [205 200 144]]

 [[214 187 142]
  [208 191 147]
  [212 204 157]
  ...
  [216 195 150]
  [208 193 134]
  [212 202 143]]]"
8919,oJSa5HCiZXKLXxggQmecEQ,Nonna's lasagne,food,_0dQ7Q5I2IJqDLS77V_Z6Q,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_0dQ7Q5I2IJqDLS77V_Z6Q.jpg,"[[[202 137  53]
  [203 141  56]
  [209 149  63]
  ...
  [252 243 226]
  [252 245 229]
  [251 245 229]]

 [[209 148  65]
  [213 153  67]
  [218 161  74]
  ...
  [250 243 225]
  [250 243 227]
  [248 242 226]]

 [[212 154  72]
  [216 160  77]
  [224 168  85]
  ...
  [252 245 227]
  [250 245 226]
  [249 244 225]]

 ...

 [[228 212 187]
  [225 209 186]
  [218 203 184]
  ...
  [202 189 180]
  [197 184 175]
  [193 180 171]]

 [[226 209 183]
  [232 214 190]
  [221 204 184]
  ...
  [195 185 175]
  [196 186 177]
  [197 187 178]]

 [[200 180 153]
  [229 209 184]
  [234 216 194]
  ...
  [199 189 180]
  [206 196 187]
  [213 203 194]]]"
8928,uCi2ropZuhG4XVcMDaurAw,,outside,_-BfYafL_AzQNHsHlf6Q7g,4,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_-BfYafL_AzQNHsHlf6Q7g.jpg,"[[[ 36  40  25]
  [ 21  13   2]
  [ 27   9   0]
  ...
  [167 143 133]
  [208 206 207]
  [230 232 245]]

 [[ 42  46  32]
  [ 29  21  10]
  [ 39  20  13]
  ...
  [137 123  97]
  [200 195 176]
  [192 177 174]]

 [[ 55  58  47]
  [ 40  31  22]
  [ 34  15   8]
  ...
  [115 110  68]
  [148 138 102]
  [172 136 112]]

 ...

 [[ 54  54  56]
  [ 41  42  46]
  [ 60  64  67]
  ...
  [ 71  50  55]
  [ 74  47  54]
  [ 70  45  49]]

 [[ 51  52  54]
  [ 68  69  71]
  [ 64  68  71]
  ...
  [ 74  54  63]
  [ 73  50  58]
  [ 69  50  56]]

 [[ 49  50  52]
  [ 59  60  62]
  [ 24  25  27]
  ...
  [ 78  65  74]
  [ 76  59  69]
  [ 70  54  64]]]"
9273,SEvUFPydtLJ5eExD32Agxg,Berry Banana Crepe,food,_CGuB7Luk_dM3yxsrNuNDw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_CGuB7Luk_dM3yxsrNuNDw.jpg,"[[[ 48  40  27]
  [ 65  53  41]
  [ 69  51  41]
  ...
  [ 54  38  38]
  [ 54  38  38]
  [ 54  38  38]]

 [[ 70  53  45]
  [ 75  56  49]
  [ 76  51  46]
  ...
  [ 56  38  38]
  [ 55  37  37]
  [ 55  37  37]]

 [[ 77  49  45]
  [ 80  51  47]
  [ 83  52  49]
  ...
  [ 60  40  39]
  [ 59  39  38]
  [ 58  38  37]]

 ...

 [[208 208 208]
  [209 209 209]
  [211 211 209]
  ...
  [ 51  55  67]
  [ 26  28  40]
  [  8  10  22]]

 [[214 217 224]
  [215 218 225]
  [215 218 225]
  ...
  [ 11  10  18]
  [ 11   8  15]
  [ 19  14  21]]

 [[217 223 235]
  [216 222 234]
  [215 221 233]
  ...
  [ 19  14  18]
  [ 20  14  18]
  [ 27  18  21]]]"
9298,wGwib7KvPzs5_6aPCk_Fzw,,inside,_BUhCD6nE9EgMrHekRSZ6Q,2,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_BUhCD6nE9EgMrHekRSZ6Q.jpg,"[[[ 15  12   7]
  [ 15  12   7]
  [ 17  14   9]
  ...
  [ 50  38  24]
  [ 49  37  21]
  [ 49  37  21]]

 [[ 28  25  18]
  [ 20  17  10]
  [ 13  10   3]
  ...
  [ 51  39  25]
  [ 52  40  24]
  [ 52  40  24]]

 [[ 17  13   4]
  [ 20  16   7]
  [ 24  20  11]
  ...
  [ 54  42  28]
  [ 54  42  26]
  [ 55  43  27]]

 ...

 [[ 61  40  19]
  [ 54  32  11]
  [126 101  81]
  ...
  [ 32  23  14]
  [ 84  71  62]
  [133 121 109]]

 [[114  92  69]
  [132 110  87]
  [150 125 103]
  ...
  [231 219 207]
  [253 235 225]
  [255 250 239]]

 [[183 161 137]
  [191 169 145]
  [163 137 114]
  ...
  [255 243 230]
  [255 238 227]
  [251 235 222]]]"
9656,HWgz2YN0VKQzJ1Mlh1DjMA,Cowboy Bison Burger,food,_6Wu8bfRFe569dWlV8LeLg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_6Wu8bfRFe569dWlV8LeLg.jpg,"[[[115  94  67]
  [ 59  41  17]
  [ 25  12   0]
  ...
  [108  91  81]
  [106  89  82]
  [106  87  81]]

 [[118  97  68]
  [ 62  44  20]
  [ 27  14   0]
  ...
  [108  91  81]
  [106  89  82]
  [106  87  81]]

 [[124 103  72]
  [ 71  54  26]
  [ 36  21   0]
  ...
  [108  91  81]
  [106  89  82]
  [106  87  81]]

 ...

 [[193 159 134]
  [198 163 135]
  [204 168 132]
  ...
  [185 176 177]
  [181 172 173]
  [178 169 170]]

 [[200 182 170]
  [200 183 167]
  [202 184 164]
  ...
  [181 172 173]
  [179 169 170]
  [176 166 167]]

 [[189 185 176]
  [188 184 173]
  [191 185 173]
  ...
  [180 170 171]
  [176 166 165]
  [173 163 162]]]"
9673,kOFDVcnj-8fd3doIpCQ06A,MTK burger,food,_dedEfPdIp0XYS0-75XByw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_dedEfPdIp0XYS0-75XByw.jpg,"[[[ 90  82  79]
  [ 89  90  92]
  [ 98 108 117]
  ...
  [182 243 255]
  [175 221 245]
  [127 171 198]]

 [[ 92  89  70]
  [ 92  99  83]
  [ 99 112 105]
  ...
  [166 242 255]
  [121 182 200]
  [ 77 136 154]]

 [[ 93  93  65]
  [ 96 104  80]
  [ 99 113  98]
  ...
  [147 225 235]
  [ 80 144 154]
  [ 59 122 131]]

 ...

 [[ 78  63  66]
  [126 111 114]
  [187 175 177]
  ...
  [153 141 141]
  [112  76  76]
  [118  67  63]]

 [[ 32  12  13]
  [ 33  13  15]
  [ 50  34  35]
  ...
  [153 141 141]
  [113  77  77]
  [121  70  67]]

 [[ 51  25  24]
  [ 47  23  23]
  [ 43  21  23]
  ...
  [151 139 139]
  [116  77  80]
  [123  72  69]]]"
9686,Er8DpPwf_lHHv64ncWhD8g,Lobster club sandwich,food,_cMKujnMYJh4uEA-FOTV-Q,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_cMKujnMYJh4uEA-FOTV-Q.jpg,"[[[162 130  91]
  [167 135  96]
  [154 125  85]
  ...
  [ 25   5   4]
  [ 24   6   6]
  [ 20   6   6]]

 [[143 111  72]
  [156 124  86]
  [147 117  79]
  ...
  [ 36  13   5]
  [ 35  15   8]
  [ 33  15  11]]

 [[136 104  66]
  [150 117  82]
  [133 103  69]
  ...
  [ 56  30  13]
  [ 56  33  15]
  [ 58  35  21]]

 ...

 [[ 57  37  26]
  [ 60  42  28]
  [ 47  34  18]
  ...
  [ 18   0   0]
  [ 28   3   0]
  [ 46  17  13]]

 [[ 66  41  37]
  [ 56  33  27]
  [ 49  32  22]
  ...
  [ 35  12   6]
  [ 44  16  12]
  [ 56  25  20]]

 [[ 75  47  46]
  [ 50  24  23]
  [ 48  29  23]
  ...
  [ 40  17  11]
  [ 48  19  15]
  [ 54  21  16]]]"
9843,RcAYhVDobQ9nE9qHUOOSsA,,food,_1A1xWQty6pM0T_B1UR7Qg,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_1A1xWQty6pM0T_B1UR7Qg.jpg,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
9863,F2pfjAZ_3dMTGCKv6c5wOw,"blood orange, pineapple, & ginger fruit punch margarita sampler. delish.",food,_3xKQ5eNCMM786AOIuF3_w,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_3xKQ5eNCMM786AOIuF3_w.jpg,"[[[0 1 0]
  [0 1 0]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 1 0]
  [0 0 0]
  [1 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 1 0]
  [0 1 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 2]
  [0 0 0]
  [1 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 0 2]
  [1 0 0]
  [1 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [3 0 0]]]"
9887,KVpvE6pOPM9KMvak4HFsNg,sausauge pizza,food,_0HSBXHSfOtpHOqRWnlzNw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_0HSBXHSfOtpHOqRWnlzNw.jpg,"[[[  2   6   7]
  [  1   2   4]
  [  0   1   3]
  ...
  [ 14  13  19]
  [  6   5  11]
  [  5   2   9]]

 [[  0   4   5]
  [  0   1   3]
  [  0   1   3]
  ...
  [ 13  18  21]
  [  1   6   9]
  [  0   1   4]]

 [[  0   1   3]
  [  0   1   3]
  [  2   3   5]
  ...
  [ 17  22  16]
  [  0   9   4]
  [  0   4   0]]

 ...

 [[ 91  48  14]
  [ 88  43  10]
  [ 89  43   9]
  ...
  [ 44  24  13]
  [ 28  15   7]
  [ 16   7   0]]

 [[ 97  45   5]
  [ 93  41   1]
  [ 94  42   3]
  ...
  [ 31  12   5]
  [ 19   8   4]
  [ 13   8   4]]

 [[104  43   0]
  [100  39   0]
  [100  41   0]
  ...
  [ 25   7   3]
  [ 18   8   6]
  [ 13  12   8]]]"
9968,2pV-BNJvTL3f3EiMZlv6_w,Grillmaster at Work,food,__fQlOo_Zmgxsn7uOcVXfw,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__fQlOo_Zmgxsn7uOcVXfw.jpg,"[[[11  5  9]
  [11  5  9]
  [10  4  6]
  ...
  [69 48 31]
  [64 43 24]
  [59 38 17]]

 [[11  5  9]
  [10  4  6]
  [10  4  6]
  ...
  [68 48 23]
  [64 44 19]
  [65 45 18]]

 [[11  5  7]
  [11  5  7]
  [11  5  7]
  ...
  [72 55 27]
  [62 45 17]
  [64 47 21]]

 ...

 [[38 38  0]
  [45 42  7]
  [52 43 12]
  ...
  [50 37 21]
  [32 20  6]
  [20 10  0]]

 [[57 36  9]
  [54 37 11]
  [46 34  8]
  ...
  [42 29 10]
  [25 14  0]
  [16  7  0]]

 [[71 25 10]
  [60 24  8]
  [40 22  2]
  ...
  [60 48 26]
  [38 26  0]
  [21  9  0]]]"
10075,MS-hfug4QDXqb_Mws3qlzA,Baja fish taco,food,_7piCza16U9DDQVdPHyYBA,1,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/_7piCza16U9DDQVdPHyYBA.jpg,"[[[ 96  52  17]
  [ 93  50  18]
  [ 79  42  16]
  ...
  [184 117  64]
  [170 110  56]
  [161 116  49]]

 [[ 99  56  24]
  [ 92  53  24]
  [ 85  47  24]
  ...
  [255 195 131]
  [235 185 126]
  [219 181 119]]

 [[ 91  54  25]
  [ 85  49  23]
  [ 81  46  24]
  ...
  [244 188 111]
  [249 206 138]
  [255 231 171]]

 ...

 [[ 96  52  27]
  [100  54  30]
  [102  56  30]
  ...
  [ 49  34  27]
  [ 48  33  26]
  [ 45  32  24]]

 [[ 97  51  27]
  [100  54  30]
  [102  56  32]
  ...
  [ 52  34  22]
  [ 50  33  23]
  [ 48  31  23]]

 [[ 97  51  27]
  [100  54  30]
  [102  56  32]
  ...
  [ 55  32  18]
  [ 53  31  18]
  [ 49  29  18]]]"
10173,ewAmzOqnSAfLBdt4Stc8bA,,drink,__49_An91S8WgFx6Xc2jZg,0,/Users/supriyajain/Desktop/257/Project/yelp_photos/photos/smalldataset/__49_An91S8WgFx6Xc2jZg.jpg,"[[[ 23   0   8]
  [  6   3   0]
  [  0   8   0]
  ...
  [172 112   0]
  [157  58   0]
  [179  54  24]]

 [[ 10   0  10]
  [  0   5   0]
  [  0  13   0]
  ...
  [253 192  41]
  [179  80   0]
  [169  45   7]]

 [[  6   6  14]
  [  0   2   0]
  [  0  10   5]
  ...
  [245 181  13]
  [173  69   0]
  [179  54  10]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  2   2   2]
  ...
  [231 183 137]
  [203 152 105]
  [175 123  75]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [127  44   0]
  [121  37   0]
  [120  33   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [169  62  18]
  [175  64  21]
  [181  68  24]]]"
